Concept 1	Concept 2	Concept 3	Concept 4
3.2845	2.1805	3.7145	3.435
3.2915	2.196833333	3.7215	3.430333333
3.13804	2.117565	3.654925	3.486675
2.428571429	2	3.428571429	3.714285714
3.2845	2.1805	3.7145	3.435
3.2915	2.196833333	3.7215	3.430333333
3.13804	2.117565	3.654925	3.486675
