# Headerline1 
# Headerline2 
# Headerline3 
# Headerline4 
# Headerline5 
# Headerline6 
# Headerline7 
# Headerline8 
# Headerline9 
# Headerline10 
# Headerline11 
# Headerline12 
# Headerline13 
#
-1.800000000000000000e+02	5.648177862167358398e-01	6.417266093194484711e-03
0.000000000000000000e+00	5.648177862167358398e-01	6.417266093194484711e-03
5.000000000000000000e-01	6.215916872024536133e-01	6.390105932950973511e-03
1.000000000000000000e+00	6.781308054924011230e-01	6.345750298351049423e-03
1.500000000000000000e+00	7.346341013908386230e-01	6.253872998058795929e-03
2.000000000000000000e+00	7.831886485219001770e-01	7.010660949163138866e-03
2.500000000000000000e+00	8.317431956529617310e-01	7.767448900267481804e-03
3.000000000000000000e+00	8.802977427840232849e-01	8.524236851371824741e-03
3.500000000000000000e+00	9.288522899150848389e-01	9.281024802476167679e-03
4.000000000000000000e+00	9.774068370461463928e-01	1.003781275358051062e-02
4.500000000000000000e+00	1.025961384177207947e+00	1.079460070468485355e-02
5.000000000000000000e+00	1.074515931308269501e+00	1.155138865578919649e-02
5.500000000000000000e+00	1.123070478439331055e+00	1.230817660689353943e-02
6.000000000000000000e+00	1.172957062721252441e+00	1.301603484898805618e-02
6.500000000000000000e+00	1.221472740173339844e+00	1.384887844324111938e-02
7.000000000000000000e+00	1.261545062065124512e+00	1.572286337614059448e-02
7.500000000000000000e+00	1.314817190170288086e+00	1.570512726902961731e-02
8.000000000000000000e+00	1.362715959548950195e+00	1.633252389729022980e-02
8.500000000000000000e+00	1.403974056243896484e+00	1.768729276955127716e-02
9.000000000000000000e+00	1.454973101615905762e+00	1.774803549051284790e-02
9.500000000000000000e+00	1.491860747337341309e+00	1.940040290355682373e-02
1.000000000000000000e+01	1.522783160209655762e+00	2.156473509967327118e-02
1.050000000000000000e+01	1.552690267562866211e+00	2.351624518632888794e-02
1.100000000000000000e+01	1.574066758155822754e+00	2.573016658425331116e-02
1.150000000000000000e+01	1.587017536163330078e+00	2.824883349239826202e-02
1.200000000000000000e+01	1.596349000930786133e+00	3.122826851904392242e-02
1.250000000000000000e+01	1.601483941078186035e+00	3.474500775337219238e-02
1.300000000000000000e+01	1.601455688476562500e+00	3.898807987570762634e-02
1.350000000000000000e+01	1.594415783882141113e+00	4.428178071975708008e-02
1.400000000000000000e+01	1.578101038932800293e+00	5.111269280314445496e-02
1.450000000000000000e+01	1.551525235176086426e+00	6.005407497286796570e-02
1.500000000000000000e+01	1.516795992851257324e+00	7.171541452407836914e-02
1.550000000000000000e+01	1.477650642395019531e+00	8.674246072769165039e-02
1.600000000000000000e+01	1.434053540229797363e+00	1.050691381096839905e-01
1.650000000000000000e+01	1.380957126617431641e+00	1.269028037786483765e-01
1.700000000000000000e+01	1.300330162048339844e+00	1.581218093633651733e-01
1.800000000000000000e+02	5.648177862167358398e-01	6.417266093194484711e-03
